/Display_name,/Product_code,/Version
python3-setuptools,,39.0.1-2
python3-sigmavirus24-urltemplate,,3.0.0-1
python3-simplejson,,3.13.2-1
python3-six,,1.11.0-2
python3-software-properties,,0.96.24.32.14
python3-speechd,,0.8.8-1ubuntu1
python3-sphinx,,1.6.7-1ubuntu1
python3-systemd,,234-1build1
python3-tz,,2018.3-2
python3-uno,,1:6.0.7-0ubuntu0.18.04.10
python3-update-manager,,1:18.04.11
python3-urllib3,,1.22-1ubuntu0.18.04.2
python3-venv,,3.6.7-1~18.04
python3-wadllib,,1.3.2-3
python3-wcwidth,,0.1.7+dfsg1-1
python3-wheel,,0.30.0-0.2
python3-xdg,,0.25-4ubuntu1.1
python3-xkit,,0.5.0ubuntu2
python3-yaml,,3.12-1build2
python3-zope.interface,,4.3.2-1build2
python3.6,,3.6.9-1~18.04ubuntu1.4
python3.6-dev,,3.6.9-1~18.04ubuntu1.4
python3.6-minimal,,3.6.9-1~18.04ubuntu1.4
python3.6-venv,,3.6.9-1~18.04ubuntu1.4
qpdf,,8.0.2-3ubuntu0.1
rabbitmq-server,,3.8.7-1
rake,,12.3.1-1
rdesktop,,1.8.3-2build1
readline-common,,7.0-3
remmina,,1.2.0-rcgit.29+dfsg-1ubuntu1.2
remmina-common,,1.2.0-rcgit.29+dfsg-1ubuntu1.2
remmina-plugin-rdp:amd64,,1.2.0-rcgit.29+dfsg-1ubuntu1.2
remmina-plugin-secret:amd64,,1.2.0-rcgit.29+dfsg-1ubuntu1.2
remmina-plugin-vnc:amd64,,1.2.0-rcgit.29+dfsg-1ubuntu1.2
rfkill,,2.31.1-0.4ubuntu3.7
rhythmbox,,3.4.2-4ubuntu1
rhythmbox-data,,3.4.2-4ubuntu1
rhythmbox-plugin-alternative-toolbar,,0.18.0-1
rhythmbox-plugins,,3.4.2-4ubuntu1
rsync,,3.1.2-2.1ubuntu1.1
rsyslog,,8.32.0-1ubuntu4
rtkit,,0.11-6
ruby,,1:2.5.1
ruby-did-you-mean,,1.2.0-2
ruby-minitest,,5.10.3-1
ruby-net-telnet,,0.1.1-2
ruby-power-assert,,0.3.0-1
ruby-test-unit,,3.2.5-1
ruby2.5,,2.5.1-1ubuntu1
rubygems-integration,,1.11
runit,,2.1.2-9.2ubuntu1
samba-libs:amd64,,2:4.7.6+dfsg~ubuntu-0ubuntu2.23
sane-utils,,1.0.27-1~experimental3ubuntu2.3
sbsigntool,,0.6-3.2ubuntu2
seahorse,,3.20.0-5
secureboot-db,,1.1
sed,,4.4-2
sensible-utils,,0.0.12
session-migration,,0.3.3
sgml-base,,1.29
shared-mime-info,,1.9-2
shotwell,,0.28.2-0ubuntu1
shotwell-common,,0.28.2-0ubuntu1
simple-scan,,3.28.0-0ubuntu1
snapd,,2.49.2+18.04
socat,,1.7.3.2-2ubuntu2
software-properties-common,,0.96.24.32.14
software-properties-gtk,,0.96.24.32.14
sound-icons,,0.1-6
sound-theme-freedesktop,,0.8-2ubuntu1
speech-dispatcher,,0.8.8-1ubuntu1
speech-dispatcher-audio-plugins:amd64,,0.8.8-1ubuntu1
speech-dispatcher-espeak-ng,,0.8.8-1ubuntu1
sphinx-common,,1.6.7-1ubuntu1
spice-vdagent,,0.17.0-1ubuntu2.2
squashfs-tools,,1:4.3-6ubuntu0.18.04.4
ssh-import-id,,5.7-0ubuntu1.1
ssl-cert,,1.0.39
strace,,4.21-1ubuntu1
strongswan,,5.6.2-1ubuntu2
strongswan-charon,,5.6.2-1ubuntu2
strongswan-libcharon,,5.6.2-1ubuntu2
strongswan-starter,,5.6.2-1ubuntu2
sudo,,1.8.21p2-3ubuntu1.4
syslinux,,3:6.03+dfsg1-2
syslinux-common,,3:6.03+dfsg1-2
syslinux-legacy,,2:3.63+dfsg-2ubuntu9
sysstat,,11.6.1-1ubuntu0.1
system-config-printer,,1.5.11-1ubuntu2
system-config-printer-common,,1.5.11-1ubuntu2
system-config-printer-udev,,1.5.11-1ubuntu2
systemd,,237-3ubuntu10.50
systemd-sysv,,237-3ubuntu10.50
sysvinit-utils,,2.88dsf-59.10ubuntu1
t1utils,,1.41-2
tar,,1.29b-2ubuntu0.2
tcl,,8.6.0+9
tcl8.6,,8.6.8+dfsg-3
tcpdump,,4.9.3-0ubuntu0.18.04.1
telnet,,0.17-41
thermald,,1.7.0-5ubuntu1
thunderbird,,1:78.14.0+build1-0ubuntu0.18.04.1
thunderbird-gnome-support,,1:78.14.0+build1-0ubuntu0.18.04.1
thunderbird-locale-en,,1:78.14.0+build1-0ubuntu0.18.04.1
thunderbird-locale-en-us,,1:78.14.0+build1-0ubuntu0.18.04.1
time,,1.7-25.1build1
tk,,8.6.0+9
tk8.6,,8.6.8-4
tmux,,2.6-3ubuntu0.2
totem,,3.26.0-0ubuntu6
totem-common,,3.26.0-0ubuntu6
totem-plugins,,3.26.0-0ubuntu6
transmission-common,,2.92-3ubuntu2
transmission-gtk,,2.92-3ubuntu2
tree,,1.7.0-5
tzdata,,2021e-0ubuntu0.18.04
ubuntu-advantage-tools,,17
ubuntu-artwork,,1:16.10+18.04.20180421.1-0ubuntu1
ubuntu-desktop,,1.417
ubuntu-docs,,18.04.3
ubuntu-drivers-common,,1:0.5.2
ubuntu-keyring,,2018.02.28
ubuntu-minimal,,1.417
ubuntu-mono,,16.10+18.04.20180421.1-0ubuntu1
ubuntu-release-upgrader-core,,1:18.04.17
ubuntu-release-upgrader-gtk,,1:18.04.17
ubuntu-report,,1.0.11
ubuntu-session,,3.28.1-0ubuntu2
ubuntu-settings,,18.04.5
ubuntu-software,,3.28.1-0ubuntu4
ubuntu-sounds,,0.13
ubuntu-standard,,1.417
ubuntu-system-service,,0.3.1
ubuntu-wallpapers,,18.04.1-0ubuntu1
ubuntu-wallpapers-bionic,,18.04.1-0ubuntu1
ubuntu-web-launchers,,18.04.5
ucf,,3.0038
udev,,237-3ubuntu10.50
udisks2,,2.7.6-3ubuntu0.2
ufw,,0.35-5
unattended-upgrades,,1.1ubuntu1
uno-libs3,,6.0.7-0ubuntu0.18.04.10
unrar,,1:5.5.8-1
unzip,,6.0-21ubuntu1.1
update-inetd,,4.44
update-manager,,1:18.04.11
update-manager-core,,1:18.04.11
update-notifier,,3.192
update-notifier-common,,3.192
upower,,0.99.7-2
upwork,,5.6.10-1
ure,,6.0.7-0ubuntu0.18.04.10
ureadahead,,0.100.0-20
usb-creator-common,,0.3.5
usb-creator-gtk,,0.3.5
usb-modeswitch,,2.5.2+repack0-2ubuntu1
usb-modeswitch-data,,20170806-2
usbmuxd,,1.1.0-2build1
usbutils,,1:007-4build1
util-linux,,2.31.1-0.4ubuntu3.7
uuid-runtime,,2.31.1-0.4ubuntu3.7
vim,,2:8.0.1453-1ubuntu1.7
vim-common,,2:8.0.1453-1ubuntu1.7
vim-runtime,,2:8.0.1453-1ubuntu1.7
vim-tiny,,2:8.0.1453-1ubuntu1.7
vino,,3.22.0-3ubuntu1.2
wamerican,,2017.08.24-1
wbritish,,2017.08.24-1
wget,,1.19.4-1ubuntu2.2
whiptail,,0.52.20-1ubuntu1
whoopsie,,0.2.62ubuntu0.5
whoopsie-preferences,,0.19
wireless-regdb,,2021.08.28-0ubuntu1~18.04.1
wireless-tools,,30~pre9-12ubuntu1
wpasupplicant,,2:2.6-15ubuntu2.8
x11-apps,,7.7+6ubuntu1
x11-common,,1:7.7+19ubuntu7
x11-session-utils,,7.7+2build1
x11-utils,,7.7+3build1
x11-xkb-utils,,7.7+3
x11-xserver-utils,,7.7+7build1
xauth,,1:1.0.10-1
xbitmaps,,1.1.1-2
xbrlapi,,5.5-4ubuntu2
xclip,,0.12+svn84-4build1
xcursor-themes,,1.0.4-1
xdg-user-dirs,,0.17-1ubuntu1
xdg-user-dirs-gtk,,0.10-2
xdg-utils,,1.1.2-1ubuntu2.5
xfonts-base,,1:1.0.4+nmu1
xfonts-encodings,,1:1.0.4-2
xfonts-scalable,,1:1.0.3-1.1
xfonts-utils,,1:7.7+6
xinit,,1.3.4-3ubuntu3
xinput,,1.6.2-1build1
xkb-data,,2.23.1-1ubuntu1
xl2tpd,,1.3.10-1
xml-core,,0.18
xonsh,,0.6.0+dfsg-1
xorg,,1:7.7+19ubuntu7
xorg-docs-core,,1:1.7.1-1.1
xserver-common,,2:1.19.6-1ubuntu4.9
xserver-xephyr,,2:1.19.6-1ubuntu4.9
xserver-xorg,,1:7.7+19ubuntu7
xserver-xorg-core,,2:1.19.6-1ubuntu4.9
xserver-xorg-input-all,,1:7.7+19ubuntu7
xserver-xorg-input-libinput,,0.27.1-1
xserver-xorg-input-wacom,,1:0.36.1-0ubuntu1
xserver-xorg-legacy,,2:1.19.6-1ubuntu4.9
xserver-xorg-video-all,,1:7.7+19ubuntu7
xserver-xorg-video-amdgpu,,18.0.1-1
xserver-xorg-video-ati,,1:18.0.1-1
xserver-xorg-video-fbdev,,1:0.4.4-1build6
xserver-xorg-video-intel,,2:2.99.917+git20171229-1
xserver-xorg-video-nouveau,,1:1.0.15-2
xserver-xorg-video-qxl,,0.1.5-2build1
xserver-xorg-video-radeon,,1:18.0.1-1
xserver-xorg-video-vesa,,1:2.3.4-1build3
xserver-xorg-video-vmware,,1:13.2.1-1build1
xul-ext-ubufox,,3.4-0ubuntu1.17.10.1
xwayland,,2:1.19.6-1ubuntu4.9
xxd,,2:8.0.1453-1ubuntu1.7
xz-utils,,5.2.2-1.3
yarn,,1.22.5-1
yelp,,3.26.0-1ubuntu2
yelp-xsl,,3.20.1-4
yq,,3.3.2
zeitgeist-core,,1.0-0.1ubuntu1
zenity,,3.28.1-1
zenity-common,,3.28.1-1
zerofree,,1.0.4-1
zip,,3.0-11build1
zlib1g:amd64,,1:1.2.11.dfsg-0ubuntu2
zlib1g-dev:amd64,,1:1.2.11.dfsg-0ubuntu2

/Total Softwares Installed
1978
